CBO,DIT,LCOM,NOC,RFC,WMC
7.5,1.8,2,39.2,24.8,6.7
8.541666669,5.583333335,2.916666667,0,50.91666668,25.04166667
8.239130436,5.782608696,2.565217392,0,53.30434783,25.45652174
6.78125,1.9375,3.875,0,11.625,6.78125
1.313157895,0.738596491,0.647368421,0.012280702,8.041228071,5.028070176
1.085964912,0.770175439,0.654385965,0.012280702,7.778947369,4.957894737
1.741013072,0.862745098,0.968137255,0,13.91176471,7.17156863
2.077777778,1.048888889,1.237777778,0,16.38666667,8.892222221
